,borough,type,site_name,borough_name,latitude,longitude
297,City of London,Pubs,Sugar Loaf,City and County of the City of London,51.512315453054676,-0.09290857304173078
298,City of London,Pubs,Cannick Tapps,City and County of the City of London,51.51160762318139,-0.08975313010703741
299,City of London,Pubs,Candlemaker,City and County of the City of London,51.511732893837824,-0.09026671520324456
300,City of London,Pubs,All Bar One,City and County of the City of London,51.51163739815809,-0.08992482623690574
301,City of London,Pubs,Vintry,City and County of the City of London,51.51141857322561,-0.08863692277219012
302,City of London,Pubs,Sir John Hawkshaw,City and County of the City of London,51.51126512084689,-0.0902574629989909
303,City of London,Pubs,Pelt Trader,City and County of the City of London,51.51126512084689,-0.0902574629989909
304,City of London,Pubs,Tappit Hen,City and County of the City of London,51.511835008160155,-0.08880683909145269
305,City of London,Pubs,Brigadiers,City and County of the City of London,51.512165505398634,-0.09143040027801468
306,City of London,Pubs,Bell,City and County of the City of London,51.51079577857792,-0.08959975521320646
307,City of London,Pubs,Oyster Shed,City and County of the City of London,51.50974059163588,-0.08941333681367139
308,City of London,Pubs,Banker,City and County of the City of London,51.509652295959896,-0.09172282732935218
309,City of London,Pubs,City Bar,City and County of the City of London,51.51000176012161,-0.09054090045438286
310,City of London,Pubs,Three Cranes,City and County of the City of London,51.51201426840251,-0.0937426392024029
311,City of London,Pubs,Samuel Pepys,City and County of the City of London,51.51039745479096,-0.09607275649089353
312,City of London,Pubs,Northbank,City and County of the City of London,51.51063323709989,-0.09730231288992697
313,City of London,Pubs,Rudds,City and County of the City of London,51.51225726508092,-0.10151499090912948
314,City of London,Pubs,Black Friar,City and County of the City of London,51.51135185872979,-0.10391616699925564
315,City of London,Pubs,Centre Page,City and County of the City of London,51.512451835209404,-0.09853800693860287
316,City of London,Pubs,Cockpit,City and County of the City of London,51.51294597926421,-0.10128457447467512
317,City of London,Pubs,Shaw's Booksellers,City and County of the City of London,51.51251764736465,-0.10148974913797112
318,City of London,Pubs,Rising Sun,City and County of the City of London,51.513136333175574,-0.10137754241744984
319,City of London,Pubs,Patch Bar,City and County of the City of London,51.51329283861646,-0.10160163020026736
320,City of London,Pubs,Albion,City and County of the City of London,51.513817112852315,-0.10454879609042296
321,City of London,Pubs,St Brides Tavern,City and County of the City of London,51.51309081474093,-0.10467984235847433
322,City of London,Pubs,El Vino,City and County of the City of London,51.51260381086164,-0.1040371075664002
323,City of London,Pubs,Camino,City and County of the City of London,51.51321202264676,-0.1032768172997164
324,City of London,Pubs,Jamies,City and County of the City of London,51.51197771797058,-0.10703196416053776
325,City of London,Pubs,Olde Cock Tavern,City and County of the City of London,51.513804304277045,-0.11044402772148068
326,City of London,Pubs,Punch Tavern,City and County of the City of London,51.514073628602496,-0.10484080735153736
327,City of London,Pubs,Old Bell,City and County of the City of London,51.51408339960483,-0.10544572919536058
328,City of London,Pubs,Tipperary,City and County of the City of London,51.51410928380876,-0.10760653972280744
329,City of London,Pubs,Hack & Hop,City and County of the City of London,51.51399656310443,-0.10730855012158352
330,City of London,Pubs,Crown & Sugar Loaf,City and County of the City of London,51.513923180487566,-0.10499117922711336
331,City of London,Pubs,Harrow,City and County of the City of London,51.5128994034704,-0.10674873326913364
332,City of London,Pubs,Pregnant Man,City and County of the City of London,51.51650305893377,-0.11217719700493692
333,City of London,Set and exhibition building,The Holmes Wood Consultancy Limited,City and County of the City of London,51.51818562434008,-0.09455552419302847
334,City of London,Textile design,FabLab London,City of London,51.514266030704405,-0.09119843525566493
335,City of London,Theatres,Bridewell Theatre,City and County of the City of London,51.51401961793313,-0.10660338919514777
336,City of London,Theatres,Milton Court,City and County of the City of London,51.520547186191294,-0.09268289830907077
337,City of London,Theatres,Barbican Theatre,City and County of the City of London,51.520470169199285,-0.09571360542190653
338,City of London,Theatres,Winterflood Theatre,City and County of the City of London,51.51153824416853,-0.10094509503775877
339,City of London,Theatres,London Theatre Workshop,City and County of the City of London,51.51334896595911,-0.08576441669209044
0,Westminster,Archives,Royal Institution of Great Britain,City of Westminster,51.50994667671712,-0.14255343975986448
1,Westminster,Archives,Institution of Mechanical Engineers Archive,City of Westminster,51.50120341567322,-0.12995592335866052
2,Westminster,Archives,Girlguiding UK,City of Westminster,51.49875795593412,-0.14300859113554085
3,Westminster,Archives,The Theatres Trust Resource Centre,City of Westminster,51.51060880602382,-0.12820152031052046
4,Westminster,Archives,National Institute of Economic and Social Research,City of Westminster,51.495705643062905,-0.1280632473207164
5,Westminster,Archives,Blind Veterans UK,City of Westminster,51.520125152348214,-0.1647553406007117
6,Westminster,Archives,Royal Humane Society,City of Westminster,51.510558827047774,-0.11889377668711848
7,Westminster,Archives,University of Westminster Archives,City of Westminster,51.518196607638394,-0.14107895180133506
8,Westminster,Archives,Royal Academy of Music Library,City of Westminster,51.52349886118208,-0.15167453727916164
9,Westminster,Archives,Tate Gallery Archive,City of Westminster,51.490871456267826,-0.12718093557142204
10,Westminster,Archives,Royal Commission for the Exhibition of 1851,City of Westminster,51.498743477803814,-0.17763077676066355
11,Westminster,Archives,Zoological Society of London,City of Westminster,51.53572042267182,-0.15570691784969848
12,Westminster,Archives,Royal Over-Seas League,City of Westminster,51.50631996600754,-0.14068359533303534
13,Westminster,Archives,Parliamentary Archives,City of Westminster,51.49984152798423,-0.1246374913209265
14,Westminster,Archives,Association of Directors of Adult Social Services,City of Westminster,51.49557688200973,-0.12675751383830516
15,Westminster,Archives,French Protestant Church,City of Westminster,51.515804268384215,-0.13313390412539328
16,Westminster,Archives,London Library,City of Westminster,51.50734035101552,-0.13698179077582695
17,Westminster,Archives,Royal Institute of International Affairs,City of Westminster,51.50778655626311,-0.13619982076348727
18,Westminster,Archives,Royal Opera House Collections,City of Westminster,51.51304710589021,-0.1226537045637728
19,Westminster,Archives,"RSA (The Royal Society for the Encouragement of Arts, Manufactures and Commerce)",City of Westminster,51.5093970700971,-0.12271735562257027
20,Westminster,Archives,Royal Institution of Naval Architects,City of Westminster,51.50743400559006,-0.12536314728191109
21,Westminster,Archives,Royal Society,City of Westminster,51.50587455730334,-0.13245924520720315
22,Westminster,Archives,Law Society of England and Wales,City of Westminster,51.5149508412163,-0.1118378447038922
23,Westminster,Archives,Imperial College Archives and Corporate Records Unit,City of Westminster,51.49886270636737,-0.1748885629098304
24,Westminster,Archives,Science Museum Library (Documentation),City of Westminster,51.49832104403232,-0.17822393392970698
25,Westminster,Archives,University of the Arts London: Chelsea College of Art and Design,City of Westminster,51.4905536659825,-0.12923257191241788
26,Westminster,Archives,National Liberal Club,City of Westminster,51.506042448793366,-0.12382077896901487
27,Westminster,Archives,Royal Society of Medicine,City of Westminster,51.51600691486303,-0.14704870602963865
28,Westminster,Archives,Radio Centre,City of Westminster,51.5125629330633,-0.13119115109302829
29,Westminster,Archives,Chemical Industries Association,City of Westminster,51.49575663605054,-0.1261882771746833
30,Westminster,Archives,"London University: London School of Economics, The Women's Library",City of Westminster,51.5148361773884,-0.11589257969472805
31,Westminster,Archives,British Universities Film and Video Council,City of Westminster,51.5163741660655,-0.13730484864067324
32,Westminster,Archives,General Dental Council,City of Westminster,51.519792792418926,-0.1487544170803053
33,Westminster,Archives,Wallace Collection,City of Westminster,51.517169276181576,-0.15289662509994212
34,Westminster,Archives,Building Societies Association,City of Westminster,51.51389914926015,-0.11858315786035832
35,Westminster,Archives,Commonwealth Parliamentary Association,City of Westminster,51.496443316443745,-0.12639061577620986
36,Westminster,Archives,Royal National Institute for the Blind,City of Westminster,51.51655711020407,-0.14090071022191727
37,Westminster,Archives,Finance and Leasing Association,City of Westminster,51.513717333948506,-0.11846094059794733
38,Westminster,Archives,Transport for London (TfL) Corporate Archives,City of Westminster,51.49942608953533,-0.1335010171773175
39,Westminster,Archives,Incorporated Council of Law Reporting for England and Wales,City of Westminster,51.51440862056141,-0.11167291171205168
